"School Name","Session Date",Question
"Whitfield Aspen",07/02/2019,"How often would you get involved in an action team?"
"St George's British International School",07/02/2019,"What is the best way to let the Communications Team know your ideas for improving the school?"
"The Smallberry Green Primary School",07/02/2019,"Which value should we follow next half term?  Please vote for one of the following options.?"
"St John's Church School",07/02/2019,"What activities would you like to take part in for this year's Red Nose Day?"
"Brambleside Primary School",06/02/2019,"If you were being bullied, would you know what to do?"
"Blackheath Prep",06/02/2019,"Are there enough House activities on offer throughout the school year?"
,06/02/2019,"What is your pledge to help reduce waste at school? ?"
"Portfield Primary Academy",06/02/2019,"How do we improve home reading?"
"Burnage Academy for Boys",06/02/2019,"What makes you proud to be a student at Burnage Academy for Boys?"
"George White Junior School",06/02/2019,"Do you think our school has taught you everything you need to know about how your body might change now and in the future? After this question you will be asked for your actions. Can these be suggestions about what the teachers can do to help you with this week's question. What's good/not? ?"
"Parochial CE Primary School",06/02/2019,"What competition would you like the School Council to run over World Book Week?"
MSPRUKS3,06/02/2019,"What school action would be good for us as a school/pru? ?"
"Wroughton Federation",06/02/2019,"How often do you read outside of school in a normal week?"
MSPRUKS3,06/02/2019,"what do you want to make for easter ?"
"Netherton Junior and Infant School",05/02/2019,"Do you enjoy school dinners?"
"Holy Cross Catholic Primary School",05/02/2019,"How can we improve our celebration assemblies?"
"Burnage Academy for Boys",05/02/2019,"What kind of clubs/activities would you like for maths?"
"Templewood School",05/02/2019,"What do you want the TSA to buy for us?"
"Valence Primary School",05/02/2019,"Should we bring back the Eisteddfod?"
"Woodheys Primary School",05/02/2019,"How can we reward the winning house better at the end of each term?"
"Beacon High",05/02/2019,"We are planning an event in March which will include workshops: which of these would you want to attend / be offered?"
"Begbrook Primary Academy",04/02/2019,"What activities would you like to have in the quiet room during wet play?"
"Elm Wood Primary School",04/02/2019,"Would you like Golden Time in your own classroom or elsewhere?"
"St Elizabeth's Catholic Primary School",04/02/2019,"Which sports would you like to play with the sports coaches on a Wednesday?"
"Hanley Castle High School",04/02/2019,"How should we go about tackling litter around the school site? Many of you have expressed concern over this.  If you choose option 4, please give ideas in your action feedback afterwards.?"
"Apex Primary School",04/02/2019,"How do we come up with questions for a class meetings?"
"Mickleton Primary School",04/02/2019,"How can you keep yourself safe online?"
"The Westborough School",04/02/2019,"What reward system do you prefer?"
"Blackrod Primary School",04/02/2019,"How can we improve the litter around school?"
"Kingswood House School",04/02/2019,"how should we set up an eco team?"
"Elmhurst School",04/02/2019,"What do you think about your new Power Maths lessons?"
"GURU GOBIND SINGH KHALSA COLLEGE",04/02/2019,"Can the communication team be part of action teams as well?"
"St Finian's Catholic Primary School",02/02/2019,"How can we make sure that class meetings happen every week?"
"Barnsole Primary School",01/02/2019,"Lexi has suggested an inside area for lunchtimes: which activities would you like the most?"
"Heston Primary School",01/02/2019,"What would you like to do on Red Nose Day?"
"Sankey Valley St James CE Primary School",01/02/2019,"Which of these subjects is your favourite and why?"
"Burnage Academy for Boys",01/02/2019,"What genre of books do you like to read?"
"Stanground st Johns",01/02/2019,"How well have the separate playgrounds worked? What suggestions do you have for improving playtimes and lunchtimes further?"
"Burnage Academy for Boys",31/01/2019,"Where in the school do you think student behaviour needs improving?"
"Burnage Academy for Boys",31/01/2019,"What extra maths activities would you like to see more of?"
"Sacred Heart RC Primary School",31/01/2019,"Is it a good idea for the summer holidays to last for seven weeks?"
"Trinity Church of England Primary",30/01/2019,"How can we remind classes to do their class meetings?"
"LDE UTC",30/01/2019,"Are you satisfied with your current subjects? If you could have any other extra-curricular subjects/societies, what would you add and why?"
"Seymour Primary School",30/01/2019,"How can we encourage more parents and carers to come in to school?"
"Summerhill Academy",29/01/2019,"What should the prize be for 30 reads in a term?"
"Summerhill Academy",29/01/2019,"How could we make sure that each class is doing their class meetings?"
"Freehold Community Primary Academy",29/01/2019,"Which mindfulness activity would you like to use during Mental Health and Wellbeing Week? ?"
"Richard Alibon Primary School",29/01/2019,"What would you like the theme for world book day to be?"
"Castle Hill Primary",29/01/2019,"What should we wear or bring in for bring a pound for non uniform?"
"Elm Wood Primary School",29/01/2019,"If the laptops were better would you agree to ICT lessons in the classroom?"
"Stormont House School",28/01/2019,"Which 'themed lunch' would you prefer?"
"St Elizabeth's Catholic Primary School",28/01/2019,"Is the lunchtime rota working? What would you rather do?"
"The Hart School",28/01/2019,"The School Council are working with an organisation that plans to build a new Youth Centre. Based on student ideas, what activities/facilities do you think students would be interested in the most?"
"The Brigg Infants",28/01/2019,"What activities would we like to do for World Book Day?"
"Whitegate Primary and Nursery School",28/01/2019,"What sort of lunch club would you like?"
"Plantation Primary",28/01/2019,"Do you know what Brexit is and what it means? ?"
"Ashbridge Independent School",28/01/2019,"Which decision shall we talk to Mrs. Mehta and Mrs. Carr about?"
"Elmhurst School",28/01/2019,"What resources to help your learning would you buy if you had some money?"
"St John's RC Primary School",27/01/2019,"Are there any concerns with any of the following?"
"Little Ealing Primary School",27/01/2019,"What kind of fundraising day would you like next?"
"Manchester Enterprise Academy",27/01/2019,"What have you found the most positive outcome of SMART time?"
"Benjamin Britten School",26/01/2019,"What is the best way to let the Communications Team know your ideas for improving the school?"
"Ditcham Park school",25/01/2019,"How can we improve our school surroundings/environment?"
"Harold Wood",25/01/2019,"Earlier this month we celebrated Cultural Diversity week and each class had a focus on art. Some Y6 children thought it would be a good idea for children in each class to bring in something from home that represented different cultures. Do you think that this is a good idea? ?"
"The Westborough School",25/01/2019,"How should we allocate children to new houses?"
"Barnsole Primary School",25/01/2019,"Which zone would you choose to have next at lunch break ?"
,25/01/2019,"What would be your favourite lunchtime club?"
"Isleworth Town",25/01/2019,"The school would like to know what you think of our current rules/values. (Be Safe, Learn, Respect, Responsible, Show Care) Do you think they need to?"
,24/01/2019,"Which is the best Movie of the Lord of the Rings Trilogy?"
"Oundle Primary School",24/01/2019,"In March we will be taking part in a sponsored mile run. How would you prefer to complete your mile?"
"Oxclose Community Academy",24/01/2019,"How could we improve lunchtime and break-time experience on the yard?"
"Dame Allans Junior School",24/01/2019,"Would you like the school to work towards the eco skills green flag award ?"
"Burnage Academy for Boys",23/01/2019,"What genre of books do you like to read?"
,23/01/2019,"Which movie would you like to watch at a School Council Movie Night?"
"Sankey Valley St James CE Primary School",23/01/2019,"Which are your favourite lessons in school?"
"Begbrook Primary Academy",23/01/2019,"What healthy snack would we like available to us during breaktime?"
"Bransty Primary School",23/01/2019,"What can we do about the use of plastic and stop it damaging our community?"
"Elm Wood Primary School",22/01/2019,"Which would you buy if on sale in the tuck shop?"
"Castle Hill Primary",22/01/2019,"How are we going to raise money for Cancer Research?"
"Dame Allans Junior School",22/01/2019,"Test question?"
